,params,precisions,recalls,f1_scores,accuracy,aucs
573,"['goss', 40, 10, 0.1, 50]",0.292307692,0.220930233,0.251655629,0.92239011,0.659968596
227,"['dart', 10, 7, 0.1, 150]",0.226415094,0.279069767,0.25,0.901098901,0.659968596
466,"['goss', 20, 7, 0.1, 100]",0.305084746,0.209302326,0.248275862,0.925137363,0.659968596
214,"['dart', 10, 5, 0.1, 100]",0.2,0.313953488,0.244343891,0.885302198,0.659968596
465,"['goss', 20, 7, 0.1, 50]",0.244186047,0.244186047,0.244186047,0.910714286,0.659968596
273,"['dart', 20, 7, 0.1, 50]",0.20661157,0.290697674,0.241545894,0.89217033,0.659968596
83,"['gbdt', 20, 7, 0.1, 150]",0.340425532,0.186046512,0.240601504,0.930631868,0.659968596
321,"['dart', 30, 7, 0.1, 50]",0.216981132,0.26744186,0.239583333,0.899725275,0.659968596
335,"['dart', 30, 10, 0.1, 150]",0.303571429,0.197674419,0.23943662,0.925824176,0.659968596
370,"['dart', 40, 7, 0.1, 100]",0.243902439,0.23255814,0.238095238,0.912087912,0.659968596
128,"['gbdt', 30, 7, 0.01, 150]",0.17,0.395348837,0.237762238,0.850274725,0.659968596
33,"['gbdt', 10, 7, 0.1, 50]",0.206896552,0.279069767,0.237623762,0.894230769,0.659968596
21,"['gbdt', 10, 5, 0.1, 50]",0.194029851,0.302325581,0.236363636,0.884615385,0.659968596
562,"['goss', 40, 7, 0.1, 100]",0.293103448,0.197674419,0.236111111,0.924450549,0.659968596
572,"['goss', 40, 10, 0.01, 150]",0.1875,0.313953488,0.234782609,0.879120879,0.659968596
238,"['dart', 10, 10, 0.1, 100]",0.196850394,0.290697674,0.234741784,0.888049451,0.659968596
515,"['goss', 30, 7, 0.1, 150]",0.288135593,0.197674419,0.234482759,0.923763736,0.659968596
80,"['gbdt', 20, 7, 0.01, 150]",0.164319249,0.406976744,0.234113712,0.84271978,0.659968596
190,"['gbdt', 40, 10, 0.1, 100]",0.31372549,0.186046512,0.233576642,0.927884615,0.659968596
371,"['dart', 40, 7, 0.1, 150]",0.246753247,0.220930233,0.233128834,0.914148352,0.659968596
381,"['dart', 40, 10, 0.1, 50]",0.246753247,0.220930233,0.233128834,0.914148352,0.659968596
45,"['gbdt', 10, 10, 0.1, 50]",0.2,0.279069767,0.233009709,0.891483516,0.659968596
574,"['goss', 40, 10, 0.1, 100]",0.283333333,0.197674419,0.232876712,0.923076923,0.659968596
92,"['gbdt', 20, 10, 0.01, 150]",0.165829146,0.38372093,0.231578947,0.849587912,0.659968596
226,"['dart', 10, 7, 0.1, 100]",0.192307692,0.290697674,0.231481481,0.885989011,0.659968596
382,"['dart', 40, 10, 0.1, 100]",0.278688525,0.197674419,0.231292517,0.92239011,0.659968596
524,"['goss', 30, 10, 0.01, 150]",0.174698795,0.337209302,0.23015873,0.866758242,0.659968596
417,"['goss', 10, 7, 0.1, 50]",0.185714286,0.302325581,0.230088496,0.880494505,0.659968596
274,"['dart', 20, 7, 0.1, 100]",0.227272727,0.23255814,0.229885057,0.907967033,0.659968596
215,"['dart', 10, 5, 0.1, 150]",0.195121951,0.279069767,0.229665072,0.889423077,0.659968596
453,"['goss', 20, 5, 0.1, 50]",0.195121951,0.279069767,0.229665072,0.889423077,0.659968596
287,"['dart', 20, 10, 0.1, 150]",0.253521127,0.209302326,0.229299363,0.916895604,0.659968596
142,"['gbdt', 30, 10, 0.1, 100]",0.296296296,0.186046512,0.228571429,0.925824176,0.659968596
455,"['goss', 20, 5, 0.1, 150]",0.296296296,0.186046512,0.228571429,0.925824176,0.659968596
187,"['gbdt', 40, 10, 0.01, 100]",0.169491525,0.348837209,0.228136882,0.860576923,0.659968596
261,"['dart', 20, 5, 0.1, 50]",0.169491525,0.348837209,0.228136882,0.860576923,0.659968596
571,"['goss', 40, 10, 0.01, 100]",0.169491525,0.348837209,0.228136882,0.860576923,0.659968596
82,"['gbdt', 20, 7, 0.1, 100]",0.290909091,0.186046512,0.226950355,0.925137363,0.659968596
213,"['dart', 10, 5, 0.1, 50]",0.166666667,0.348837209,0.22556391,0.858516484,0.659968596
178,"['gbdt', 40, 7, 0.1, 100]",0.285714286,0.186046512,0.225352113,0.924450549,0.659968596
454,"['goss', 20, 5, 0.1, 100]",0.261538462,0.197674419,0.225165563,0.919642857,0.659968596
476,"['goss', 20, 10, 0.01, 150]",0.163157895,0.360465116,0.224637681,0.853021978,0.659968596
136,"['gbdt', 30, 10, 0.001, 100]",0.150197628,0.441860465,0.224188791,0.819368132,0.659968596
520,"['goss', 30, 10, 0.001, 100]",0.150197628,0.441860465,0.224188791,0.819368132,0.659968596
188,"['gbdt', 40, 10, 0.01, 150]",0.178082192,0.302325581,0.224137931,0.876373626,0.659968596
309,"['dart', 30, 5, 0.1, 50]",0.167630058,0.337209302,0.223938224,0.861950549,0.659968596
514,"['goss', 30, 7, 0.1, 100]",0.280701754,0.186046512,0.223776224,0.923763736,0.659968596
527,"['goss', 30, 10, 0.1, 150]",0.280701754,0.186046512,0.223776224,0.923763736,0.659968596
429,"['goss', 10, 10, 0.1, 50]",0.191666667,0.26744186,0.223300971,0.89010989,0.659968596
191,"['gbdt', 40, 10, 0.1, 150]",0.306122449,0.174418605,0.222222222,0.927884615,0.659968596
479,"['goss', 20, 10, 0.1, 150]",0.306122449,0.174418605,0.222222222,0.927884615,0.659968596
34,"['gbdt', 10, 7, 0.1, 100]",0.236842105,0.209302326,0.222222222,0.913461538,0.659968596
117,"['gbdt', 30, 5, 0.1, 50]",0.196428571,0.255813953,0.222222222,0.894230769,0.659968596
139,"['gbdt', 30, 10, 0.01, 100]",0.158415842,0.372093023,0.222222222,0.846153846,0.659968596
523,"['goss', 30, 10, 0.01, 100]",0.158415842,0.372093023,0.222222222,0.846153846,0.659968596
513,"['goss', 30, 7, 0.1, 50]",0.220930233,0.220930233,0.220930233,0.907967033,0.659968596
334,"['dart', 30, 10, 0.1, 100]",0.25,0.197674419,0.220779221,0.917582418,0.659968596
464,"['goss', 20, 7, 0.01, 150]",0.156862745,0.372093023,0.220689655,0.84478022,0.659968596
69,"['gbdt', 20, 5, 0.1, 50]",0.18699187,0.26744186,0.220095694,0.888049451,0.659968596
176,"['gbdt', 40, 7, 0.01, 150]",0.156097561,0.372093023,0.219931271,0.844093407,0.659968596
47,"['gbdt', 10, 10, 0.1, 150]",0.246376812,0.197674419,0.219354839,0.916895604,0.659968596
88,"['gbdt', 20, 10, 0.001, 100]",0.142361111,0.476744186,0.219251337,0.799450549,0.659968596
472,"['goss', 20, 10, 0.001, 100]",0.142361111,0.476744186,0.219251337,0.799450549,0.659968596
502,"['goss', 30, 5, 0.1, 100]",0.266666667,0.186046512,0.219178082,0.921703297,0.659968596
333,"['dart', 30, 10, 0.1, 50]",0.215909091,0.220930233,0.218390805,0.906593407,0.659968596
70,"['gbdt', 20, 5, 0.1, 100]",0.242857143,0.197674419,0.217948718,0.916208791,0.659968596
501,"['goss', 30, 5, 0.1, 50]",0.189655172,0.255813953,0.217821782,0.891483516,0.659968596
76,"['gbdt', 20, 7, 0.001, 100]",0.14,0.488372093,0.21761658,0.792582418,0.659968596
460,"['goss', 20, 7, 0.001, 100]",0.14,0.488372093,0.21761658,0.792582418,0.659968596
130,"['gbdt', 30, 7, 0.1, 100]",0.288461538,0.174418605,0.217391304,0.925824176,0.659968596
131,"['gbdt', 30, 7, 0.1, 150]",0.288461538,0.174418605,0.217391304,0.925824176,0.659968596
503,"['goss', 30, 5, 0.1, 150]",0.288461538,0.174418605,0.217391304,0.925824176,0.659968596
140,"['gbdt', 30, 10, 0.01, 150]",0.165644172,0.313953488,0.21686747,0.866071429,0.659968596
525,"['goss', 30, 10, 0.1, 50]",0.23943662,0.197674419,0.21656051,0.915521978,0.659968596
550,"['goss', 40, 5, 0.1, 100]",0.23943662,0.197674419,0.21656051,0.915521978,0.659968596
394,"['goss', 10, 3, 0.1, 100]",0.181102362,0.26744186,0.215962441,0.885302198,0.659968596
442,"['goss', 20, 3, 0.1, 100]",0.181102362,0.26744186,0.215962441,0.885302198,0.659968596
490,"['goss', 30, 3, 0.1, 100]",0.181102362,0.26744186,0.215962441,0.885302198,0.659968596
538,"['goss', 40, 3, 0.1, 100]",0.181102362,0.26744186,0.215962441,0.885302198,0.659968596
129,"['gbdt', 30, 7, 0.1, 50]",0.222222222,0.209302326,0.215568862,0.910027473,0.659968596
369,"['dart', 40, 7, 0.1, 50]",0.19266055,0.244186047,0.215384615,0.894917582,0.659968596
137,"['gbdt', 30, 10, 0.001, 150]",0.146443515,0.406976744,0.215384615,0.824862637,0.659968596
521,"['goss', 30, 10, 0.001, 150]",0.146443515,0.406976744,0.215384615,0.824862637,0.659968596
10,"['gbdt', 10, 3, 0.1, 100]",0.175182482,0.279069767,0.215246637,0.879807692,0.659968596
58,"['gbdt', 20, 3, 0.1, 100]",0.175182482,0.279069767,0.215246637,0.879807692,0.659968596
106,"['gbdt', 30, 3, 0.1, 100]",0.175182482,0.279069767,0.215246637,0.879807692,0.659968596
154,"['gbdt', 40, 3, 0.1, 100]",0.175182482,0.279069767,0.215246637,0.879807692,0.659968596
262,"['dart', 20, 5, 0.1, 100]",0.175182482,0.279069767,0.215246637,0.879807692,0.659968596
512,"['goss', 30, 7, 0.01, 150]",0.155440415,0.348837209,0.215053763,0.849587912,0.659968596
141,"['gbdt', 30, 10, 0.1, 50]",0.253968254,0.186046512,0.214765101,0.919642857,0.659968596
575,"['goss', 40, 10, 0.1, 150]",0.253968254,0.186046512,0.214765101,0.919642857,0.659968596
310,"['dart', 30, 5, 0.1, 100]",0.18487395,0.255813953,0.214634146,0.889423077,0.659968596
383,"['dart', 40, 10, 0.1, 150]",0.277777778,0.174418605,0.214285714,0.924450549,0.659968596
29,"['gbdt', 10, 7, 0.001, 150]",0.144,0.418604651,0.214285714,0.818681319,0.659968596
41,"['gbdt', 10, 10, 0.001, 150]",0.144,0.418604651,0.214285714,0.818681319,0.659968596
413,"['goss', 10, 7, 0.001, 150]",0.144,0.418604651,0.214285714,0.818681319,0.659968596
425,"['goss', 10, 10, 0.001, 150]",0.144,0.418604651,0.214285714,0.818681319,0.659968596
357,"['dart', 40, 5, 0.1, 50]",0.165605096,0.302325581,0.21399177,0.868818681,0.659968596
405,"['goss', 10, 5, 0.1, 50]",0.178294574,0.26744186,0.213953488,0.883928571,0.659968596
285,"['dart', 20, 10, 0.1, 50]",0.198019802,0.23255814,0.213903743,0.899038462,0.659968596
91,"['gbdt', 20, 10, 0.01, 100]",0.144628099,0.406976744,0.213414634,0.822802198,0.659968596
475,"['goss', 20, 10, 0.01, 100]",0.144628099,0.406976744,0.213414634,0.822802198,0.659968596
189,"['gbdt', 40, 10, 0.1, 50]",0.25,0.186046512,0.213333333,0.918956044,0.659968596
173,"['gbdt', 40, 7, 0.001, 150]",0.138408304,0.465116279,0.213333333,0.79739011,0.659968596
557,"['goss', 40, 7, 0.001, 150]",0.138408304,0.465116279,0.213333333,0.79739011,0.659968596
143,"['gbdt', 30, 10, 0.1, 150]",0.272727273,0.174418605,0.212765957,0.923763736,0.659968596
551,"['goss', 40, 5, 0.1, 150]",0.272727273,0.174418605,0.212765957,0.923763736,0.659968596
359,"['dart', 40, 5, 0.1, 150]",0.196078431,0.23255814,0.212765957,0.898351648,0.659968596
330,"['dart', 30, 10, 0.01, 50]",0.143442623,0.406976744,0.212121212,0.821428571,0.659968596
44,"['gbdt', 10, 10, 0.01, 150]",0.140684411,0.430232558,0.212034384,0.811126374,0.659968596
35,"['gbdt', 10, 7, 0.1, 150]",0.246153846,0.186046512,0.21192053,0.918269231,0.659968596
184,"['gbdt', 40, 10, 0.001, 100]",0.146017699,0.38372093,0.211538462,0.831043956,0.659968596
568,"['goss', 40, 10, 0.001, 100]",0.146017699,0.38372093,0.211538462,0.831043956,0.659968596
563,"['goss', 40, 7, 0.1, 150]",0.267857143,0.174418605,0.211267606,0.923076923,0.659968596
177,"['gbdt', 40, 7, 0.1, 50]",0.226666667,0.197674419,0.211180124,0.912774725,0.659968596
406,"['goss', 10, 5, 0.1, 100]",0.226666667,0.197674419,0.211180124,0.912774725,0.659968596
239,"['dart', 10, 10, 0.1, 150]",0.185840708,0.244186047,0.211055276,0.89217033,0.659968596
263,"['dart', 20, 5, 0.1, 150]",0.185840708,0.244186047,0.211055276,0.89217033,0.659968596
124,"['gbdt', 30, 7, 0.001, 100]",0.134615385,0.488372093,0.211055276,0.784340659,0.659968596
508,"['goss', 30, 7, 0.001, 100]",0.134615385,0.488372093,0.211055276,0.784340659,0.659968596
548,"['goss', 40, 5, 0.01, 150]",0.137323944,0.453488372,0.210810811,0.799450549,0.659968596
23,"['gbdt', 10, 5, 0.1, 150]",0.242424242,0.186046512,0.210526316,0.917582418,0.659968596
322,"['dart', 30, 7, 0.1, 100]",0.211764706,0.209302326,0.210526316,0.90728022,0.659968596
500,"['goss', 30, 5, 0.01, 150]",0.136842105,0.453488372,0.210242588,0.798763736,0.659968596
549,"['goss', 40, 5, 0.1, 50]",0.184210526,0.244186047,0.21,0.891483516,0.659968596
79,"['gbdt', 20, 7, 0.01, 100]",0.140077821,0.418604651,0.209912536,0.813873626,0.659968596
463,"['goss', 20, 7, 0.01, 100]",0.140077821,0.418604651,0.209912536,0.813873626,0.659968596
93,"['gbdt', 20, 10, 0.1, 50]",0.223684211,0.197674419,0.209876543,0.912087912,0.659968596
179,"['gbdt', 40, 7, 0.1, 150]",0.263157895,0.174418605,0.20979021,0.92239011,0.659968596
329,"['dart', 30, 10, 0.001, 150]",0.134228188,0.465116279,0.208333333,0.791208791,0.659968596
172,"['gbdt', 40, 7, 0.001, 100]",0.131498471,0.5,0.208232446,0.775412088,0.659968596
556,"['goss', 40, 7, 0.001, 100]",0.131498471,0.5,0.208232446,0.775412088,0.659968596
81,"['gbdt', 20, 7, 0.1, 50]",0.206896552,0.209302326,0.208092486,0.905906593,0.659968596
133,"['gbdt', 30, 10, 0.0001, 100]",0.134482759,0.453488372,0.207446809,0.79532967,0.659968596
517,"['goss', 30, 10, 0.0001, 100]",0.134482759,0.453488372,0.207446809,0.79532967,0.659968596
560,"['goss', 40, 7, 0.01, 150]",0.149484536,0.337209302,0.207142857,0.847527473,0.659968596
358,"['dart', 40, 5, 0.1, 100]",0.179487179,0.244186047,0.206896552,0.889423077,0.659968596
311,"['dart', 30, 5, 0.1, 150]",0.193877551,0.220930233,0.206521739,0.899725275,0.659968596
115,"['gbdt', 30, 5, 0.01, 100]",0.129909366,0.5,0.206235012,0.772664835,0.659968596
499,"['goss', 30, 5, 0.01, 100]",0.129909366,0.5,0.206235012,0.772664835,0.659968596
478,"['goss', 20, 10, 0.1, 100]",0.28,0.162790698,0.205882353,0.925824176,0.659968596
275,"['dart', 20, 7, 0.1, 150]",0.202247191,0.209302326,0.205714286,0.904532967,0.659968596
135,"['gbdt', 30, 10, 0.001, 50]",0.132013201,0.465116279,0.205655527,0.787774725,0.659968596
327,"['dart', 30, 10, 0.001, 50]",0.132013201,0.465116279,0.205655527,0.787774725,0.659968596
519,"['goss', 30, 10, 0.001, 50]",0.132013201,0.465116279,0.205655527,0.787774725,0.659968596
164,"['gbdt', 40, 5, 0.01, 150]",0.133802817,0.441860465,0.205405405,0.798076923,0.659968596
134,"['gbdt', 30, 10, 0.0001, 150]",0.132653061,0.453488372,0.205263158,0.792582418,0.659968596
518,"['goss', 30, 10, 0.0001, 150]",0.132653061,0.453488372,0.205263158,0.792582418,0.659968596
163,"['gbdt', 40, 5, 0.01, 100]",0.129129129,0.5,0.205250597,0.771291209,0.659968596
547,"['goss', 40, 5, 0.01, 100]",0.129129129,0.5,0.205250597,0.771291209,0.659968596
119,"['gbdt', 30, 5, 0.1, 150]",0.228571429,0.186046512,0.205128205,0.914835165,0.659968596
116,"['gbdt', 30, 5, 0.01, 150]",0.133333333,0.441860465,0.204851752,0.79739011,0.659968596
46,"['gbdt', 10, 10, 0.1, 100]",0.2125,0.197674419,0.204819277,0.909340659,0.659968596
467,"['goss', 20, 7, 0.1, 150]",0.274509804,0.162790698,0.204379562,0.925137363,0.659968596
526,"['goss', 30, 10, 0.1, 100]",0.274509804,0.162790698,0.204379562,0.925137363,0.659968596
428,"['goss', 10, 10, 0.01, 150]",0.13618677,0.406976744,0.204081633,0.8125,0.659968596
28,"['gbdt', 10, 7, 0.001, 100]",0.129746835,0.476744186,0.2039801,0.78021978,0.659968596
40,"['gbdt', 10, 10, 0.001, 100]",0.129746835,0.476744186,0.2039801,0.78021978,0.659968596
412,"['goss', 10, 7, 0.001, 100]",0.129746835,0.476744186,0.2039801,0.78021978,0.659968596
424,"['goss', 10, 10, 0.001, 100]",0.129746835,0.476744186,0.2039801,0.78021978,0.659968596
8,"['gbdt', 10, 3, 0.01, 150]",0.125333333,0.546511628,0.203904555,0.74793956,0.659968596
56,"['gbdt', 20, 3, 0.01, 150]",0.125333333,0.546511628,0.203904555,0.74793956,0.659968596
104,"['gbdt', 30, 3, 0.01, 150]",0.125333333,0.546511628,0.203904555,0.74793956,0.659968596
152,"['gbdt', 40, 3, 0.01, 150]",0.125333333,0.546511628,0.203904555,0.74793956,0.659968596
77,"['gbdt', 20, 7, 0.001, 150]",0.128834356,0.488372093,0.203883495,0.774725275,0.659968596
461,"['goss', 20, 7, 0.001, 150]",0.128834356,0.488372093,0.203883495,0.774725275,0.659968596
418,"['goss', 10, 7, 0.1, 100]",0.225352113,0.186046512,0.203821656,0.914148352,0.659968596
175,"['gbdt', 40, 7, 0.01, 100]",0.137096774,0.395348837,0.203592814,0.817307692,0.659968596
559,"['goss', 40, 7, 0.01, 100]",0.137096774,0.395348837,0.203592814,0.817307692,0.659968596
32,"['gbdt', 10, 7, 0.01, 150]",0.134328358,0.418604651,0.203389831,0.806318681,0.659968596
284,"['dart', 20, 10, 0.01, 150]",0.134328358,0.418604651,0.203389831,0.806318681,0.659968596
66,"['gbdt', 20, 5, 0.01, 50]",0.125340599,0.534883721,0.203090508,0.75206044,0.659968596
450,"['goss', 20, 5, 0.01, 50]",0.125340599,0.534883721,0.203090508,0.75206044,0.659968596
328,"['dart', 30, 10, 0.001, 100]",0.12987013,0.465116279,0.203045685,0.784340659,0.659968596
404,"['goss', 10, 5, 0.01, 150]",0.133828996,0.418604651,0.202816901,0.805631868,0.659968596
114,"['gbdt', 30, 5, 0.01, 50]",0.126436782,0.511627907,0.202764977,0.762362637,0.659968596
162,"['gbdt', 40, 5, 0.01, 50]",0.126436782,0.511627907,0.202764977,0.762362637,0.659968596
498,"['goss', 30, 5, 0.01, 50]",0.126436782,0.511627907,0.202764977,0.762362637,0.659968596
546,"['goss', 40, 5, 0.01, 50]",0.126436782,0.511627907,0.202764977,0.762362637,0.659968596
431,"['goss', 10, 10, 0.1, 150]",0.241935484,0.174418605,0.202702703,0.918956044,0.659968596
430,"['goss', 10, 10, 0.1, 100]",0.222222222,0.186046512,0.202531646,0.913461538,0.659968596
31,"['gbdt', 10, 7, 0.01, 100]",0.129449838,0.465116279,0.202531646,0.783653846,0.659968596
415,"['goss', 10, 7, 0.01, 100]",0.129449838,0.465116279,0.202531646,0.783653846,0.659968596
210,"['dart', 10, 5, 0.01, 50]",0.127659574,0.488372093,0.202409639,0.772664835,0.659968596
222,"['dart', 10, 7, 0.01, 50]",0.128125,0.476744186,0.201970443,0.777472527,0.659968596
234,"['dart', 10, 10, 0.01, 50]",0.128125,0.476744186,0.201970443,0.777472527,0.659968596
22,"['gbdt', 10, 5, 0.1, 100]",0.204819277,0.197674419,0.201183432,0.90728022,0.659968596
416,"['goss', 10, 7, 0.01, 150]",0.133587786,0.406976744,0.201149425,0.809065934,0.659968596
201,"['dart', 10, 3, 0.1, 50]",0.132352941,0.418604651,0.201117318,0.803571429,0.659968596
249,"['dart', 20, 3, 0.1, 50]",0.132352941,0.418604651,0.201117318,0.803571429,0.659968596
297,"['dart', 30, 3, 0.1, 50]",0.132352941,0.418604651,0.201117318,0.803571429,0.659968596
345,"['dart', 40, 3, 0.1, 50]",0.132352941,0.418604651,0.201117318,0.803571429,0.659968596
225,"['dart', 10, 7, 0.1, 50]",0.153374233,0.290697674,0.200803213,0.863324176,0.659968596
331,"['dart', 30, 10, 0.01, 100]",0.135802469,0.38372093,0.200607903,0.819368132,0.659968596
282,"['dart', 20, 10, 0.01, 50]",0.129692833,0.441860465,0.200527704,0.791895604,0.659968596
260,"['dart', 20, 5, 0.01, 150]",0.124645892,0.511627907,0.200455581,0.758928571,0.659968596
118,"['gbdt', 30, 5, 0.1, 100]",0.216216216,0.186046512,0.2,0.912087912,0.659968596
11,"['gbdt', 10, 3, 0.1, 150]",0.182692308,0.220930233,0.2,0.895604396,0.659968596
59,"['gbdt', 20, 3, 0.1, 150]",0.182692308,0.220930233,0.2,0.895604396,0.659968596
107,"['gbdt', 30, 3, 0.1, 150]",0.182692308,0.220930233,0.2,0.895604396,0.659968596
155,"['gbdt', 40, 3, 0.1, 150]",0.182692308,0.220930233,0.2,0.895604396,0.659968596
237,"['dart', 10, 10, 0.1, 50]",0.152439024,0.290697674,0.2,0.862637363,0.659968596
183,"['gbdt', 40, 10, 0.001, 50]",0.135245902,0.38372093,0.2,0.818681319,0.659968596
377,"['dart', 40, 10, 0.001, 150]",0.135245902,0.38372093,0.2,0.818681319,0.659968596
567,"['goss', 40, 10, 0.001, 50]",0.135245902,0.38372093,0.2,0.818681319,0.659968596
19,"['gbdt', 10, 5, 0.01, 100]",0.127388535,0.465116279,0.2,0.78021978,0.659968596
403,"['goss', 10, 5, 0.01, 100]",0.127388535,0.465116279,0.2,0.78021978,0.659968596
4,"['gbdt', 10, 3, 0.001, 100]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
5,"['gbdt', 10, 3, 0.001, 150]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
52,"['gbdt', 20, 3, 0.001, 100]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
53,"['gbdt', 20, 3, 0.001, 150]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
100,"['gbdt', 30, 3, 0.001, 100]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
101,"['gbdt', 30, 3, 0.001, 150]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
148,"['gbdt', 40, 3, 0.001, 100]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
149,"['gbdt', 40, 3, 0.001, 150]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
388,"['goss', 10, 3, 0.001, 100]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
389,"['goss', 10, 3, 0.001, 150]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
436,"['goss', 20, 3, 0.001, 100]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
437,"['goss', 20, 3, 0.001, 150]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
484,"['goss', 30, 3, 0.001, 100]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
485,"['goss', 30, 3, 0.001, 150]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
532,"['goss', 40, 3, 0.001, 100]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
533,"['goss', 40, 3, 0.001, 150]",0.122666667,0.534883721,0.199566161,0.746565934,0.659968596
43,"['gbdt', 10, 10, 0.01, 100]",0.126984127,0.465116279,0.199501247,0.779532967,0.659968596
427,"['goss', 10, 10, 0.01, 100]",0.126984127,0.465116279,0.199501247,0.779532967,0.659968596
17,"['gbdt', 10, 5, 0.001, 150]",0.127868852,0.453488372,0.199488491,0.785027473,0.659968596
401,"['goss', 10, 5, 0.001, 150]",0.127868852,0.453488372,0.199488491,0.785027473,0.659968596
320,"['dart', 30, 7, 0.01, 150]",0.129824561,0.430232558,0.199460916,0.796016484,0.659968596
112,"['gbdt', 30, 5, 0.001, 100]",0.120192308,0.581395349,0.199203187,0.723901099,0.659968596
160,"['gbdt', 40, 5, 0.001, 100]",0.120192308,0.581395349,0.199203187,0.723901099,0.659968596
496,"['goss', 30, 5, 0.001, 100]",0.120192308,0.581395349,0.199203187,0.723901099,0.659968596
544,"['goss', 40, 5, 0.001, 100]",0.120192308,0.581395349,0.199203187,0.723901099,0.659968596
165,"['gbdt', 40, 5, 0.1, 50]",0.173913043,0.23255814,0.199004975,0.889423077,0.659968596
65,"['gbdt', 20, 5, 0.001, 150]",0.126582278,0.465116279,0.199004975,0.778846154,0.659968596
449,"['goss', 20, 5, 0.001, 150]",0.126582278,0.465116279,0.199004975,0.778846154,0.659968596
125,"['gbdt', 30, 7, 0.001, 150]",0.128378378,0.441860465,0.19895288,0.789835165,0.659968596
509,"['goss', 30, 7, 0.001, 150]",0.128378378,0.441860465,0.19895288,0.789835165,0.659968596
20,"['gbdt', 10, 5, 0.01, 150]",0.129370629,0.430232558,0.198924731,0.79532967,0.659968596
379,"['dart', 40, 10, 0.01, 100]",0.137168142,0.360465116,0.198717949,0.828296703,0.659968596
75,"['gbdt', 20, 7, 0.001, 50]",0.127946128,0.441860465,0.19843342,0.789148352,0.659968596
269,"['dart', 20, 7, 0.001, 150]",0.127946128,0.441860465,0.19843342,0.789148352,0.659968596
459,"['goss', 20, 7, 0.001, 50]",0.127946128,0.441860465,0.19843342,0.789148352,0.659968596
