,Threshold,f1_score,recall_score,precision_scores,accuracy_scores,True Positive,False Negative,False Positive
379,18.95,0.0,0.0,0.0,0.9405,0,238,0
380,19.0,0.0,0.0,0.0,0.9405,0,238,0
381,19.05,0.0,0.0,0.0,0.9405,0,238,0
382,19.1,0.0,0.0,0.0,0.9405,0,238,0
383,19.150000000000002,0.0,0.0,0.0,0.9405,0,238,0
384,19.200000000000003,0.0,0.0,0.0,0.9405,0,238,0
385,19.25,0.0,0.0,0.0,0.9405,0,238,0
386,19.3,0.0,0.0,0.0,0.9405,0,238,0
387,19.35,0.0,0.0,0.0,0.9405,0,238,0
388,19.400000000000002,0.0,0.0,0.0,0.9405,0,238,0
389,19.450000000000003,0.0,0.0,0.0,0.9405,0,238,0
390,19.5,0.0,0.0,0.0,0.9405,0,238,0
391,19.55,0.0,0.0,0.0,0.9405,0,238,0
392,19.6,0.0,0.0,0.0,0.9405,0,238,0
393,19.650000000000002,0.0,0.0,0.0,0.9405,0,238,0
394,19.700000000000003,0.0,0.0,0.0,0.9405,0,238,0
395,19.75,0.0,0.0,0.0,0.9405,0,238,0
396,19.8,0.0,0.0,0.0,0.9405,0,238,0
397,19.85,0.0,0.0,0.0,0.9405,0,238,0
398,19.900000000000002,0.0,0.0,0.0,0.9405,0,238,0
399,19.950000000000003,0.0,0.0,0.0,0.9405,0,238,0
400,20.0,0.0,0.0,0.0,0.9405,0,238,0
401,20.05,0.0,0.0,0.0,0.9405,0,238,0
402,20.1,0.0,0.0,0.0,0.9405,0,238,0
403,20.150000000000002,0.0,0.0,0.0,0.9405,0,238,0
404,20.200000000000003,0.0,0.0,0.0,0.9405,0,238,0
405,20.25,0.0,0.0,0.0,0.9405,0,238,0
406,20.3,0.0,0.0,0.0,0.9405,0,238,0
407,20.35,0.0,0.0,0.0,0.9405,0,238,0
408,20.400000000000002,0.0,0.0,0.0,0.9405,0,238,0
409,20.450000000000003,0.0,0.0,0.0,0.9405,0,238,0
410,20.5,0.0,0.0,0.0,0.9405,0,238,0
411,20.55,0.0,0.0,0.0,0.9405,0,238,0
412,20.6,0.0,0.0,0.0,0.9405,0,238,0
413,20.650000000000002,0.0,0.0,0.0,0.9405,0,238,0
414,20.700000000000003,0.0,0.0,0.0,0.9405,0,238,0
415,20.75,0.0,0.0,0.0,0.9405,0,238,0
416,20.8,0.0,0.0,0.0,0.9405,0,238,0
417,20.85,0.0,0.0,0.0,0.9405,0,238,0
418,20.900000000000002,0.0,0.0,0.0,0.9405,0,238,0
419,20.950000000000003,0.0,0.0,0.0,0.9405,0,238,0
420,21.0,0.0,0.0,0.0,0.9405,0,238,0
421,21.05,0.0,0.0,0.0,0.9405,0,238,0
422,21.1,0.0,0.0,0.0,0.9405,0,238,0
423,21.150000000000002,0.0,0.0,0.0,0.9405,0,238,0
424,21.200000000000003,0.0,0.0,0.0,0.9405,0,238,0
425,21.25,0.0,0.0,0.0,0.9405,0,238,0
426,21.3,0.0,0.0,0.0,0.9405,0,238,0
427,21.35,0.0,0.0,0.0,0.9405,0,238,0
428,21.400000000000002,0.0,0.0,0.0,0.9405,0,238,0
429,21.450000000000003,0.0,0.0,0.0,0.9405,0,238,0
430,21.5,0.0,0.0,0.0,0.9405,0,238,0
431,21.55,0.0,0.0,0.0,0.9405,0,238,0
432,21.6,0.0,0.0,0.0,0.9405,0,238,0
433,21.650000000000002,0.0,0.0,0.0,0.9405,0,238,0
434,21.700000000000003,0.0,0.0,0.0,0.9405,0,238,0
435,21.75,0.0,0.0,0.0,0.9405,0,238,0
436,21.8,0.0,0.0,0.0,0.9405,0,238,0
437,21.85,0.0,0.0,0.0,0.9405,0,238,0
438,21.900000000000002,0.0,0.0,0.0,0.9405,0,238,0
439,21.950000000000003,0.0,0.0,0.0,0.9405,0,238,0
440,22.0,0.0,0.0,0.0,0.9405,0,238,0
441,22.05,0.0,0.0,0.0,0.9405,0,238,0
442,22.1,0.0,0.0,0.0,0.9405,0,238,0
443,22.150000000000002,0.0,0.0,0.0,0.9405,0,238,0
